Cluster;RA_ICRS;DE_ICRS;dist;e_dist;age;e_age;FeH;e_FeH;Av;e_Av;Nc;alpha_high_int;alpha_high_er_int;alpha_low_int;alpha_low_er_int;Mc_int;Mc_er_int;offset_int;offset_er_int;mass_total;e_mass_total;bin_frac;average_ratio;str_average_ratio;segr_ratio;segr_ratio_std;mass_seg;mass_seg_pval
ASCC_10;51.9055;35.011;0.642;0.003;8.292;0.088;0.004;0.028;0.793;0.068;109;-1.35456;0.48142;1.25945;0.31552;-0.10962;0.06576;1.40198;0.09958;229;45;0.44954;0.51823;0.26538;1.53993;6.46874;0.34689;0.00332
ASCC_105;295.5766;27.4244;0.552;0.002;8.117;0.053;-0.252;0.066;0.765;0.006;183;-1.60944;0.48663;0.85774;0.7519;-0.2;0.10014;1.46344;0.0994;304;60;0.78689;0.70889;0.21848;1.12542;5.59048;0.21638;0.05084
ASCC_107;297.1882;21.9844;0.847;0.008;7.652;0.359;0.253;0.187;1.463;0.204;108;-1.70302;0.30111;2.96674;0.39483;-0.16713;0.02491;1.34837;0.05922;409;81;0.7963;0.78835;0.22252;1.30286;3.00649;0.37446;0.00101
ASCC_108;298.4716;39.2269;1.157;0.003;8.241;0.071;-0.097;0.033;0.655;0.05;578;-2.09687;0.31721;1.99048;0.21577;-0.10409;0.02325;1.85483;0.05126;935;187;0.55709;0.59206;0.24218;1.04515;14.36767;0.11909;0.03634
ASCC_11;53.0538;44.8967;0.826;0.005;8.443;0.194;-0.121;0.044;0.975;0.101;343;-2.03576;0.31698;1.91101;0.19597;-0.11307;0.02372;1.70787;0.05321;529;105;0.49854;0.60459;0.23087;1.26139;7.17919;0.13528;0.11318
ASCC_113;318.0091;38.6407;0.558;0.0;8.493;0.088;0.001;0.025;0.245;0.049;264;-1.07001;0.15283;1.64677;0.16999;-0.17986;0.02541;1.61565;0.02915;413;82;0.4053;0.54707;0.25176;1.22491;3.84242;0.17394;0.03741
ASCC_114;324.9969;53.9725;0.9;0.006;8.103;0.089;0.059;0.055;1.208;0.091;202;-1.88272;0.44541;1.77319;0.46454;-0.0781;0.04322;1.70778;0.09636;432;86;0.68317;0.72418;0.22917;1.63188;3.65671;0.36691;0.0
ASCC_115;329.2888;51.5256;0.747;0.003;8.308;0.187;0.049;0.063;0.907;0.09;66;-1.99703;0.3183;1.74194;0.21759;-0.03223;0.02622;1.41078;0.06483;140;28;0.57576;0.54377;0.22284;1.34019;2.9261;0.30138;0.07808
ASCC_12;72.4597;41.8028;1.014;0.012;8.496;0.318;-0.112;0.033;1.009;0.084;176;-2.16489;0.36861;2.08275;0.32005;-0.11315;0.02766;1.45514;0.05542;359;71;0.44886;0.65416;0.26551;0.9636;6.9973;0.30248;0.00148
ASCC_127;347.2824;64.9754;0.332;0.013;7.549;0.107;-0.005;0.044;0.575;0.055;185;-1.55944;0.42522;0.70514;0.31871;-0.2;0.08419;1.35808;0.10481;207;41;0.42162;0.65524;0.23954;1.04764;3.44143;0.17847;0.33502
ASCC_128;349.7955;54.3994;0.644;0.001;8.388;0.1;-0.052;0.055;0.681;0.069;124;-1.06111;0.31077;1.41577;0.35114;-0.2;0.05747;1.37322;0.06159;241;48;0.51613;0.54723;0.2516;1.59254;5.91828;0.54013;0.0
ASCC_13;78.2872;44.4252;1.08;0.004;8.134;0.053;-0.12;0.05;0.882;0.049;293;-1.6535;0.21898;2.01464;0.25174;-0.1612;0.02454;1.58473;0.04307;576;115;0.62457;0.66179;0.25884;1.41437;10.89127;0.27317;7e-05
ASCC_16;81.2316;1.6235;0.342;0.001;7.301;0.072;0.18;0.019;0.038;0.053;481;-1.92132;0.29318;0.73142;0.26905;-0.2;0.04743;1.58897;0.0682;441;88;0.40748;0.68666;0.2121;1.07665;2.38865;0.12508;0.43509
ASCC_21;82.1709;3.4393;0.339;0.0;7.011;0.035;-0.118;0.04;0.283;0.065;324;-1.01211;0.33296;0.01289;0.28135;-0.2;0.22471;1.46231;0.15549;367;73;0.2716;0.67624;0.2231;1.11475;2.08445;0.17204;0.17871
ASCC_23;94.9038;46.6552;0.604;0.001;8.489;0.084;-0.069;0.046;0.376;0.044;165;-2.48028;0.52298;1.47645;0.29169;-0.09926;0.03635;1.52865;0.08211;248;49;0.52121;0.60778;0.20757;1.1971;5.59729;0.22107;0.07295
ASCC_29;103.556;-1.6495;0.988;0.011;8.129;0.085;-0.077;0.025;0.245;0.023;83;-1.41007;0.31793;1.81771;0.38568;-0.15249;0.04727;1.29508;0.06739;183;36;0.42169;0.42954;0.28635;1.19496;2.22426;0.23036;0.19328
ASCC_30;104.2999;-6.3039;1.054;0.014;8.284;0.061;-0.115;0.066;0.662;0.087;158;-1.41979;0.24605;2.05389;0.30804;-0.12818;0.03204;1.48195;0.05173;325;65;0.41772;0.62057;0.24829;1.40977;7.19653;0.25831;0.00975
ASCC_41;116.5811;0.1407;0.292;0.0;8.0;0.0;-0.036;0.0;0.01;0.0;172;-2.11335;1.39517;0.05369;0.41894;-0.14519;0.15969;1.19448;0.16989;126;25;0.23256;0.63534;0.22267;1.04543;5.29042;0.29202;0.06808
ASCC_67;175.2573;-60.9841;1.878;0.051;7.933;0.054;0.122;0.062;0.826;0.032;379;-1.60191;0.27407;1.99674;0.2166;-0.04045;0.0276;1.89361;0.07108;869;173;0.55937;0.58768;0.27033;1.21626;5.69254;0.17306;0.01061
ASCC_71;185.0383;-67.4613;1.236;0.023;8.071;0.045;-0.069;0.079;1.001;0.065;179;-1.65611;0.28705;1.88024;0.23971;-0.08666;0.03114;1.52766;0.0673;432;86;0.50279;0.53279;0.23116;1.28177;5.43335;0.21352;0.02771
ASCC_77;212.7274;-62.3329;1.079;0.012;8.162;0.074;0.124;0.036;0.824;0.04;225;-1.54661;0.20111;1.9522;0.19803;-0.09789;0.02252;1.70897;0.04153;480;96;0.66667;0.6184;0.24189;1.39679;3.39075;0.25984;0.00076
ASCC_85;251.6975;-45.5185;0.847;0.006;8.267;0.09;0.056;0.036;0.747;0.026;222;-1.3284;0.19297;2.35252;0.33897;-0.17087;0.02854;1.57407;0.0401;383;76;0.45495;0.5491;0.26671;1.2002;5.24794;0.26672;0.00063
ASCC_9;41.6957;57.7834;2.119;0.05;7.265;0.062;-0.106;0.079;2.579;0.031;537;-1.446;0.19806;2.057;0.22399;0.06421;0.0275;2.14026;0.0837;2154;430;0.57914;0.69543;0.256;1.38876;8.17966;0.33491;0.00033
ASCC_97;279.2937;-19.1604;0.561;0.003;8.07;0.167;0.075;0.08;1.508;0.065;140;-1.65519;0.34009;1.99606;0.33945;-0.08945;0.03523;1.5119;0.08099;280;56;0.51429;0.6588;0.20684;1.2071;1.30372;0.25134;0.02373
Alessi_10;301.2473;-10.5181;0.434;0.001;8.558;0.093;0.049;0.021;0.445;0.033;93;-2.11287;0.637;1.32728;0.40202;-0.2;0.06243;1.05129;0.10787;122;24;0.46237;0.73057;0.1976;1.40554;2.39725;0.34416;0.06567
Alessi_12;310.8453;23.933;0.534;0.0;8.369;0.114;0.003;0.019;0.272;0.035;369;-1.74628;0.27375;1.47123;0.32272;-0.2;0.03575;1.6195;0.04941;485;97;0.47696;0.68616;0.22802;1.03225;6.76948;0.10309;0.41607
Alessi_2;71.5109;55.2127;0.602;0.002;8.502;0.034;-0.086;0.022;0.923;0.058;219;-2.05429;0.51569;1.35334;0.20437;-0.08663;0.03947;1.64342;0.0833;317;63;0.54338;0.61736;0.21988;1.14539;7.16951;0.16909;0.12186
Alessi_21;107.723;-9.3886;0.557;0.0;8.0;0.0;-0.048;0.0;0.372;0.0;236;-1.67696;0.37049;1.3643;0.45012;-0.2;0.05681;1.52746;0.08254;386;77;0.52966;0.65148;0.24133;1.14623;3.85042;0.22131;0.02398
Alessi_37;341.9395;46.3409;0.698;0.002;8.417;0.127;-0.009;0.044;0.647;0.061;187;-1.64751;0.27735;1.86685;0.23767;-0.1489;0.028;1.47249;0.05078;309;61;0.52406;0.60384;0.23877;1.13927;5.79351;0.15367;0.25633
Alessi_6;220.0055;-66.0743;0.859;0.007;8.624;0.093;-0.191;0.044;1.225;0.085;265;-1.45521;0.25521;2.04146;0.19788;-0.09775;0.02365;1.69811;0.0485;598;119;0.56604;0.62396;0.21866;1.30664;6.74063;0.35045;0.0
Alessi_62;284.0491;21.5531;0.607;0.002;8.936;0.014;0.035;0.059;0.864;0.094;157;-1.75713;0.33602;2.1294;0.1862;-0.10389;0.02212;1.54767;0.0464;285;57;0.54777;0.63907;0.22125;1.12399;2.64559;0.30272;0.0015
Alessi_8;232.5152;-51.2035;0.65;0.003;8.32;0.067;-0.051;0.054;0.335;0.046;80;-1.12576;0.40624;1.76437;0.49104;-0.2;0.06244;1.24241;0.0807;163;32;0.5125;0.49937;0.23773;1.27588;2.8655;0.37656;0.00631
Alessi_Teutsch_11;304.2059;52.0102;0.638;0.002;8.253;0.13;0.024;0.039;0.257;0.047;137;-1.54694;0.28352;1.32519;0.16617;-0.11956;0.03455;1.44864;0.05898;217;43;0.51095;0.54755;0.25307;1.46606;3.08545;0.37954;0.00013
Alessi_Teutsch_3;118.2504;-52.99;0.684;0.002;8.173;0.17;-0.039;0.02;0.744;0.043;133;-1.79785;0.33525;2.00294;0.4135;-0.2;0.03818;1.29049;0.06;235;47;0.42105;0.61624;0.28286;1.30663;6.08985;0.26923;0.02904
Antalova_2;262.4912;-32.5176;1.184;0.03;6.76;0.073;0.019;0.045;1.336;0.118;76;-1.03702;0.27772;1.98288;0.5825;-0.2;0.05724;1.11734;0.1015;161;32;0.60526;0.67685;0.20924;1.09704;1.61058;0.29724;0.21455
BDSB96;106.3591;-12.3197;1.083;0.017;6.685;0.055;0.003;0.088;1.13;0.24;88;-1.34855;0.18232;2.47245;0.47512;-0.19479;0.03008;1.26601;0.05095;181;36;0.54545;0.74547;0.19682;1.28536;1.14772;0.15152;0.82128
BH_164;222.1841;-66.3594;0.399;0.007;7.769;0.052;-0.003;0.021;0.422;0.05;377;-1.56942;0.37022;0.58761;0.38287;-0.2;0.08407;1.53209;0.08933;432;86;0.48276;0.57299;0.21439;1.02423;4.32456;0.06277;0.96066
BH_200;252.4797;-44.1808;2.038;0.043;7.416;0.065;0.13;0.028;2.596;0.025;261;-1.5479;0.37883;1.72685;0.31103;0.03562;0.0455;1.86878;0.11607;976;195;0.47126;0.61987;0.26478;1.2545;2.20769;0.4059;9e-05
BH_205;254.0465;-40.635;1.616;0.031;6.78;0.064;0.148;0.045;1.445;0.038;598;-1.18491;0.12323;2.56314;0.28953;-0.13726;0.0225;1.91893;0.04323;1643;328;0.60033;0.7536;0.2346;1.13882;2.10006;0.0455;0.89492
BH_23;123.53;-36.2622;0.432;0.001;7.449;0.423;-0.013;0.034;0.141;0.425;166;-1.48794;0.48532;0.1394;0.44152;-0.2;0.16789;1.22225;0.15773;181;36;0.53614;0.66718;0.22559;1.32364;3.90639;0.33649;0.01966
BH_87;151.1534;-55.3638;2.041;0.084;7.389;0.193;0.027;0.054;1.942;0.046;314;-2.49915;0.27092;2.64531;0.28947;0.01233;0.01871;1.92604;0.05934;909;181;0.55732;0.74487;0.2396;0.92598;2.71775;0.19596;0.00941
BH_90;153.0698;-58.0717;2.384;0.082;7.696;0.292;0.01;0.056;1.979;0.097;243;-2.02665;0.36037;1.63764;0.20488;0.04633;0.031;1.83494;0.10706;594;118;0.67078;0.664;0.25978;1.13465;1.76166;0.13365;0.45127
BH_92;154.7782;-56.42;2.301;0.05;7.449;0.195;-0.009;0.036;1.897;0.06;73;-1.18355;0.3544;1.55179;0.34701;0.02499;0.06203;1.43735;0.12313;215;43;0.53425;0.59808;0.28772;1.07144;0.80176;0.375;0.0363
Basel_11a;109.3146;-13.9862;1.317;0.027;8.036;0.112;-0.126;0.043;0.582;0.047;145;-1.88476;0.34415;2.0336;0.28379;-0.13203;0.03374;1.34605;0.06998;242;48;0.51724;0.57756;0.25485;1.35629;2.06367;0.31021;0.00187
Basel_11b;89.5399;21.9688;1.66;0.028;8.456;0.045;-0.093;0.049;1.918;0.054;116;-1.80688;0.53805;1.48111;0.27899;-0.01582;0.0503;1.42379;0.12911;412;82;0.61207;0.56621;0.26824;1.36332;1.88184;0.2729;0.02426
Basel_17;167.6268;-59.082;2.118;0.087;7.913;0.051;0.016;0.064;0.781;0.033;230;-1.82649;0.27998;2.48042;0.3398;-0.09258;0.02677;1.59448;0.06054;798;159;0.58261;0.66308;0.23385;1.32803;3.6326;0.30528;5e-05
Basel_18;202.0204;-62.3073;1.722;0.045;7.381;0.046;0.094;0.052;1.154;0.047;117;-1.44976;0.19738;2.10409;0.30076;-0.06571;0.03582;1.47719;0.05353;362;72;0.61538;0.68921;0.26537;1.32069;2.46778;0.30162;0.00839
Berkeley_1;2.4542;60.469;3.541;0.152;8.179;0.475;-0.141;0.045;2.05;0.083;112;-2.14327;0.66169;1.50843;0.2296;0.05669;0.04472;1.61472;0.17761;617;123;0.82143;0.58797;0.25308;;;;
Berkeley_10;54.8992;66.4809;2.093;0.053;8.895;0.02;-0.116;0.055;2.649;0.07;235;-0.9677;0.59563;1.53781;0.20883;0.07311;0.04776;1.81732;0.12747;882;176;0.65957;0.72911;0.29462;1.1908;3.50343;0.12949;0.58448
Berkeley_11;65.1311;44.9242;2.436;0.147;7.794;0.311;-0.15;0.025;2.75;0.04;150;-1.75295;0.28412;2.00813;0.29483;0.07445;0.02853;1.76069;0.08416;514;102;0.62;0.69239;0.23234;2.12512;1.86439;0.49882;0.01841
Berkeley_15;75.4981;44.5009;2.14;0.118;7.468;0.288;-0.138;0.029;2.856;0.071;212;-2.30931;0.44534;1.54577;0.23747;0.10723;0.03239;1.99598;0.13395;544;108;0.57547;0.6797;0.27264;1.5163;4.23204;0.294;0.04549
Berkeley_28;103.0329;2.9227;3.585;0.239;8.525;0.084;-0.257;0.053;2.122;0.075;137;-2.55232;0.51826;1.79146;0.17769;0.09913;0.02373;1.88719;0.13099;356;71;0.73723;0.66125;0.25485;;;0.21573;0.65448
Berkeley_30;104.4364;3.2298;4.091;0.139;8.642;0.029;-0.199;0.04;1.596;0.027;199;-2.7263;0.64915;1.84791;0.17212;0.09864;0.02554;1.98747;0.16149;909;181;0.65829;0.63104;0.2631;;;0.59694;0.1559
Berkeley_37;110.0788;-1.0041;4.396;0.119;8.996;0.018;-0.222;0.034;0.288;0.024;252;-2.52661;0.8171;1.72362;0.21909;0.05071;0.03003;1.86837;0.14262;598;119;0.51984;0.68015;0.26696;1.38944;4.04979;0.27297;0.00075
Berkeley_4;11.2768;64.3894;2.698;0.162;7.109;0.049;-0.134;0.044;2.331;0.051;143;-1.40593;0.28964;1.33632;0.22212;0.13698;0.04695;1.75902;0.13654;645;129;0.54545;0.62872;0.2672;;;0.50704;0.99301
Berkeley_47;292.1327;17.3626;2.182;0.126;7.131;0.212;0.175;0.155;3.931;0.047;90;-0.95462;0.25407;0.90883;0.24215;0.2;0.09061;1.66442;0.13592;624;124;0.76667;0.49513;0.30803;;;;
Berkeley_6;27.7981;61.0593;2.448;0.111;7.562;0.318;-0.114;0.029;2.447;0.063;208;-2.15797;0.30397;1.73977;0.21555;0.08947;0.02587;1.93669;0.09462;845;169;0.68269;0.71364;0.24831;1.05948;1.81415;0.23188;0.17448
Berkeley_60;4.4425;60.9344;3.06;0.106;8.583;0.084;-0.179;0.02;2.647;0.039;144;-1.60983;0.87993;1.25753;0.19353;0.18537;0.05317;1.87976;0.28546;493;98;0.61806;0.60848;0.27008;;;0.82394;0.06818
Berkeley_61;12.0361;67.1993;2.718;0.085;7.926;0.307;-0.115;0.017;2.54;0.031;80;-1.89463;0.66187;1.46446;0.25839;0.08576;0.04876;1.64252;0.18082;364;72;0.7;0.62108;0.28431;;;;
Berkeley_62;15.322;63.9134;2.629;0.078;7.274;0.038;-0.127;0.042;2.502;0.025;473;-1.83384;0.2227;1.99714;0.24356;0.05184;0.02549;2.05227;0.07184;1895;379;0.63425;0.73517;0.23359;1.03952;6.6623;0.11752;0.90293
Berkeley_69;81.0867;32.6046;2.857;0.375;8.987;0.087;-0.212;0.11;2.102;0.116;160;-2.53264;0.84569;1.48647;0.17592;0.12441;0.02662;1.97467;0.17876;508;101;0.71875;0.6708;0.28286;0.65775;1.24373;0.10211;0.97505
Berkeley_7;28.5574;62.3663;2.433;0.057;7.576;0.04;-0.058;0.039;2.204;0.033;180;-1.99416;0.35926;1.83918;0.24182;0.05278;0.02972;1.83998;0.10441;472;94;0.69444;0.67182;0.26234;1.46035;2.20562;0.30827;0.01713
Berkeley_77;110.3601;-3.2359;3.753;0.113;8.884;0.039;-0.175;0.05;0.565;0.05;124;-2.40132;0.69992;2.52337;0.33097;0.01652;0.02732;1.62113;0.11884;306;61;0.45161;0.69181;0.25332;1.42212;2.55914;0.31373;0.01161
Berkeley_8;30.3064;75.4811;3.013;0.101;9.527;0.074;-0.175;0.083;2.209;0.1;427;-0.70717;1.43964;1.91695;0.20662;0.01339;0.04307;1.88357;0.10804;1073;214;0.82904;0.76512;0.25955;0.95756;3.0243;0.08075;0.61944
Berkeley_81;285.4188;-0.4524;3.096;0.188;8.898;0.058;0.139;0.035;3.15;0.067;341;-2.39233;0.90008;1.4587;0.16056;0.19389;0.02816;2.28795;0.24433;1972;394;0.79179;0.73394;0.29869;;;;
Berkeley_86;305.0847;38.7073;1.637;0.065;6.869;0.082;-0.051;0.063;2.689;0.033;131;-1.14791;0.15685;2.40944;0.49967;-0.00455;0.04096;1.60353;0.06157;585;117;0.70229;0.77119;0.20521;1.08802;1.56397;0.10696;0.88057
Berkeley_87;305.3654;37.452;1.665;0.051;6.915;0.05;0.051;0.07;3.971;0.068;259;-1.045;0.18377;1.65649;0.25971;0.15881;0.04677;2.06517;0.10792;1779;355;0.69112;0.60774;0.25049;;;;
Berkeley_94;335.7097;55.8499;3.742;0.284;7.11;0.103;-0.117;0.077;1.982;0.049;95;-1.10759;0.36577;1.45727;0.36526;0.12612;0.10645;1.65209;0.20729;572;114;0.58947;0.69841;0.26685;;;;
Berkeley_96;337.4765;55.3975;3.327;0.376;7.183;0.25;-0.087;0.066;1.878;0.065;89;-1.58953;0.26174;1.78953;0.25695;0.15685;0.034;1.73412;0.11794;424;84;0.65169;0.6533;0.24225;;;;
Berkeley_97;339.8527;59.0013;2.601;0.124;7.176;0.168;-0.095;0.026;2.614;0.042;111;-1.70858;0.24101;1.74593;0.21252;0.08837;0.0295;1.66986;0.08705;514;102;0.65766;0.63724;0.25029;;;;
Bica_2;308.3173;41.3065;1.588;0.039;6.673;0.045;0.059;0.094;4.486;0.19;220;-0.87171;0.16411;1.76884;0.30475;0.2;0.04978;2.05981;0.11845;2150;430;0.85909;0.66694;0.22994;;;;
Biurakan_2;302.3034;35.5033;1.727;0.047;6.907;0.029;0.027;0.061;1.42;0.033;166;-1.5788;0.22044;1.73501;0.29202;-0.00704;0.03576;1.74837;0.08328;627;125;0.73494;0.66825;0.23242;1.23663;3.46039;0.15697;0.24838
Blanco_1;31.7171;-30.0469;0.234;0.0;8.0;0.0;-0.024;0.0;0.01;0.0;569;-2.08456;0.80859;0.01;0.35726;-0.2;0.12344;1.43325;0.13094;338;67;0.22671;0.66127;0.23038;1.00784;16.46284;0.13353;0.35616
Bochum_3;105.8574;-5.0235;2.165;0.038;8.402;0.266;-0.099;0.033;0.735;0.078;99;-1.7499;0.50273;1.58597;0.26301;-0.00076;0.04153;1.53268;0.11564;300;60;0.52525;0.57139;0.2437;1.24821;1.9141;0.34237;0.00541
Bochum_4;112.8831;-17.2122;1.263;0.021;8.244;0.224;-0.08;0.049;0.751;0.064;59;-2.14587;0.55939;1.73572;0.32322;-0.03904;0.04679;1.25809;0.0927;93;18;0.47458;0.45693;0.16492;1.37208;2.35874;0.3053;0.10004
COIN-Gaia_1;11.9748;66.7863;0.631;0.004;8.296;0.131;0.004;0.097;1.671;0.122;125;-1.60944;0.29456;1.79451;0.28428;-0.12276;0.03333;1.45445;0.05202;266;53;0.576;0.66095;0.24108;1.12402;4.26959;0.18;0.26375
COIN-Gaia_10;68.3291;40.6105;0.994;0.017;8.168;0.231;-0.082;0.073;1.514;0.172;69;-2.34689;0.28766;2.4028;0.32881;-0.08696;0.02026;1.22143;0.04601;200;40;0.66667;0.63284;0.17562;1.35231;5.16633;0.25045;0.2161
COIN-Gaia_11;68.0583;39.5164;0.638;0.005;8.753;0.078;-0.001;0.053;1.876;0.053;131;-1.39526;0.44036;1.72419;0.26095;0.01986;0.03695;1.71912;0.09792;332;66;0.68702;0.67714;0.21103;1.40244;4.16753;0.22839;0.07321
COIN-Gaia_12;79.1834;41.7377;0.923;0.007;8.767;0.041;-0.081;0.039;0.516;0.069;132;-1.72536;0.58846;1.64735;0.31092;-0.11233;0.04922;1.36055;0.09508;229;45;0.41667;0.49465;0.25284;1.30761;6.92534;0.32776;0.00189
COIN-Gaia_13;83.1834;42.0756;0.5;0.001;8.215;0.134;-0.092;0.041;0.393;0.065;285;-1.66123;0.4537;1.27654;0.30255;-0.2;0.04985;1.57566;0.06599;378;75;0.59298;0.60854;0.2224;1.00969;8.94885;0.1033;0.66203
COIN-Gaia_15;76.1054;35.8234;1.139;0.017;7.986;0.09;-0.012;0.04;1.628;0.055;212;-2.3462;0.51215;1.64557;0.24101;-0.07486;0.0339;1.5698;0.0857;402;80;0.59434;0.56905;0.26655;1.16935;4.17244;0.227;0.00788
COIN-Gaia_17;81.2386;37.5253;1.057;0.012;8.125;0.194;-0.142;0.04;1.438;0.06;135;-1.72033;0.36394;1.644;0.26219;-0.07225;0.03611;1.48739;0.06797;264;52;0.57778;0.56747;0.23176;1.50557;3.6368;0.31308;0.00201
COIN-Gaia_18;78.4167;35.5141;0.987;0.011;8.275;0.101;-0.093;0.045;1.147;0.08;117;-1.75843;0.39664;2.18469;0.40996;-0.1557;0.03736;1.30373;0.07378;251;50;0.47009;0.60686;0.23614;1.22702;6.39801;0.32904;0.00398
COIN-Gaia_19;82.1534;34.3159;1.195;0.016;8.506;0.229;-0.037;0.05;0.956;0.073;121;-2.18168;0.50885;1.39699;0.21304;0.01037;0.03321;1.60428;0.09637;261;52;0.50413;0.4575;0.25423;1.32095;5.57777;0.16252;0.35627
COIN-Gaia_20;78.6865;31.6605;1.024;0.007;8.254;0.091;-0.128;0.051;1.081;0.081;99;-1.46291;0.34948;1.53854;0.35123;-0.0671;0.04965;1.44569;0.07473;220;44;0.51515;0.62326;0.2802;1.42196;5.05105;0.31818;0.01106
COIN-Gaia_21;84.7696;28.392;1.34;0.035;7.238;0.048;-0.029;0.053;1.502;0.038;67;-1.91279;0.37536;1.19995;0.2308;0.06496;0.047;1.58693;0.14224;199;39;0.62687;0.48856;0.25133;1.38854;3.11702;0.29574;0.13624
COIN-Gaia_22;91.0417;31.6005;1.767;0.042;8.322;0.104;-0.067;0.065;1.284;0.052;139;-2.44703;0.66421;1.7033;0.28097;0.00299;0.0379;1.62562;0.13368;297;59;0.46043;0.57812;0.25362;1.51904;4.45722;0.24519;0.02816
COIN-Gaia_23;87.4963;27.0675;0.91;0.003;8.329;0.239;-0.068;0.031;0.737;0.057;110;-1.59706;0.57781;1.2278;0.39027;-0.06594;0.07055;1.50856;0.13527;245;49;0.58182;0.63098;0.25113;0.9917;5.53764;0.14021;0.57856
COIN-Gaia_24;90.6866;23.2227;0.953;0.012;8.252;0.154;-0.082;0.029;1.107;0.044;100;-2.01152;0.37897;1.42793;0.17045;-0.00206;0.02809;1.51799;0.07347;185;37;0.59;0.48932;0.24922;1.0088;3.81932;0.18788;0.29243
COIN-Gaia_25;91.6047;20.2248;0.787;0.005;8.791;0.049;-0.046;0.047;0.66;0.083;175;-1.62819;0.41977;2.02847;0.29714;-0.09434;0.03385;1.55197;0.06898;311;62;0.45143;0.63593;0.23492;1.28251;5.26058;0.22775;0.0223
COIN-Gaia_26;83.7951;15.7051;1.309;0.014;8.148;0.089;-0.025;0.041;1.746;0.026;134;-2.03868;0.40051;1.76793;0.29748;-0.00343;0.03354;1.58118;0.09587;352;70;0.39552;0.5534;0.24522;1.41305;4.07562;0.14927;0.41237
COIN-Gaia_27;85.8209;13.7803;1.057;0.019;8.618;0.219;-0.154;0.072;1.758;0.128;125;-2.54156;0.60082;1.66967;0.25172;0.01452;0.03197;1.71153;0.11955;265;53;0.616;0.65473;0.21644;1.51957;6.40259;0.27829;0.01313
COIN-Gaia_28;96.3387;11.1451;1.49;0.03;7.953;0.126;-0.105;0.019;1.071;0.053;232;-2.15415;0.28661;2.15237;0.25374;-0.08185;0.02182;1.56356;0.05402;388;77;0.38793;0.62233;0.25717;1.18463;5.58259;0.24418;0.00193
COIN-Gaia_3;18.7223;60.4804;1.151;0.03;8.022;0.205;0.251;0.124;1.97;0.126;120;-2.20322;0.40824;2.15412;0.38049;-0.00599;0.03053;1.62794;0.08735;350;70;0.63333;0.73969;0.22771;1.47277;2.35497;0.22857;0.08069
COIN-Gaia_30;21.0314;70.5697;0.712;0.004;8.254;0.095;-0.072;0.076;1.683;0.168;113;-1.95107;0.23634;2.03359;0.2098;-0.09577;0.01978;1.44474;0.03929;211;42;0.70796;0.65177;0.20891;1.39134;2.93855;0.11335;0.83723
COIN-Gaia_32;28.2086;63.0391;1.209;0.018;8.211;0.181;-0.121;0.104;1.674;0.08;33;-1.55519;0.50854;1.77451;0.51736;-0.05117;0.05595;1.19559;0.10995;114;22;0.69697;0.73023;0.20891;1.52712;3.21656;0.61905;0.00289
COIN-Gaia_34;31.2625;61.7738;0.969;0.059;7.877;0.618;0.029;0.118;1.938;0.207;28;-2.30543;0.54962;2.02636;0.5213;-0.08499;0.039;0.96022;0.09448;79;15;0.67857;0.65369;0.19916;0.98994;1.78406;0.3;0.60742
COIN-Gaia_35;33.4909;60.0375;2.423;0.08;7.745;0.513;-0.099;0.046;2.826;0.073;87;-1.63054;0.29214;2.34701;0.42349;0.04082;0.0316;1.53065;0.09137;454;90;0.77011;0.77883;0.21194;;;;
COIN-Gaia_37;44.9544;58.4316;0.966;0.012;8.037;0.062;0.046;0.064;1.962;0.053;54;-1.9023;0.45844;2.0016;0.51093;-0.0096;0.04066;1.38256;0.11449;150;30;0.7037;0.7761;0.21794;0.88354;5.24077;0.27778;0.29844
COIN-Gaia_7;33.7099;58.4479;1.349;0.033;8.031;0.069;0.002;0.067;1.718;0.126;116;-2.72218;0.60229;1.47558;0.30088;-0.00711;0.03571;1.49536;0.11302;254;50;0.48276;0.64622;0.25338;1.25411;4.50555;0.34286;0.00151
COIN-Gaia_9;47.7383;47.9713;0.848;0.007;8.274;0.195;0.0;0.042;1.222;0.053;77;-1.93901;0.58437;1.59467;0.43241;-0.10021;0.04819;1.19716;0.08212;162;32;0.48052;0.6325;0.25042;0.69086;5.37712;0.15306;0.74232
Collinder_115;101.6642;1.7718;1.852;0.06;8.149;0.109;-0.088;0.055;1.153;0.056;406;-2.23975;0.34257;2.20562;0.22917;-0.04953;0.02197;1.87564;0.06413;824;164;0.58867;0.63038;0.23341;1.28582;4.14297;0.19331;0.00092
Collinder_140;110.9439;-31.9954;0.378;0.01;7.62;0.042;-0.005;0.028;0.194;0.055;276;-1.32664;0.33027;0.48668;0.46019;-0.2;0.1112;1.50958;0.08434;308;61;0.33696;0.61132;0.24373;1.22836;5.84487;0.24174;0.01011
Collinder_185;125.8276;-36.3682;1.442;0.026;8.036;0.061;-0.031;0.052;0.757;0.056;93;-1.43598;0.38747;1.97545;0.35947;-0.07258;0.0418;1.42021;0.09156;245;49;0.51613;0.54307;0.25624;1.4559;3.25442;0.28711;0.03384
Collinder_205;135.0655;-48.9915;1.65;0.057;6.788;0.05;0.024;0.07;2.561;0.094;87;-1.23692;0.19322;1.55575;0.27767;0.08904;0.04414;1.62848;0.08378;355;71;0.72414;0.74714;0.25106;;;0.33254;0.18853
